first_input,second_input,output,real
atlantis,fog,lost city,TRUE
mosquito,mosquito,swarm,TRUE
ash,phoenix,rebirth,TRUE
surfing,surfing,surfboard,TRUE
surfer,surfer,surfboard,TRUE
weed,surf,surfboard,TRUE
steam,rock,geothermal,TRUE
tornado,disaster,twister,TRUE
weed,smoke,high,TRUE
swamp,dragon,lizard,TRUE
incense,perfume,smell,TRUE
engine,train,locomotive,TRUE
train,fire,steam engine,TRUE
steam,train,locomotive,TRUE
tea,teapot,tea party,TRUE
engine,rocket,space ship,TRUE
meteor,snow,snowball,TRUE
seaweed,kelp,algae,TRUE
continent,continent,Pangaea,TRUE
Norway,Norway,Norway,TRUE
fire,sun,solar,TRUE
ash,pencil,crayon,TRUE
rain,forest,rainforest,TRUE
dandelion patch,dandelion patch,dandelion patch,TRUE
plant,venus flytrap,carnivorous plant,TRUE
dragon,sushi,dragon roll,TRUE
desert,moon,crescent,TRUE
mountain,moon,crescent,TRUE
earth,sushi,rice,TRUE
weed,surfer,stoner,TRUE
meteor,phoenix,firebird,TRUE
weed,dandelion,marijuana,TRUE
flower,weed,marijuana,TRUE
wish,star,Wish Upon A Star,TRUE
sun,tsunami,sunami,TRUE
blizzard,blizzard,snowstorm,TRUE
beach,sand,sandcastle,TRUE
dust,moon,lunar,TRUE
fog,ice,frost,TRUE
perfume,perfume,scent,TRUE
rocket,rocket,satellite,TRUE
mangrove,mangrove,mangrove forest,TRUE
lake,lotus,water lily,TRUE
surfer,sushi,surf and turf,TRUE
allergy,dust storm,dust allergy,TRUE
wine,wine,bottle,TRUE
sun,sun,sunflower,TRUE
mud,brick,adobe,TRUE
lotus,lotus,lotus flower,TRUE
venus flytrap,venus flytrap,giant venus flytrap,TRUE
train,train,train station,TRUE
weed,weed,bush,TRUE
fire,brick,kiln,TRUE
tea,sea,tease,TRUE
stone,obsidian,blade,TRUE
swamp,venus flytrap,swamp thing,TRUE
earth,continent,land,TRUE
tsunami,sushi,[not],FALSE
tornado,Titanic,Titanado,FALSE
mermaid,coral,[not],FALSE
dandelion,wine,[not],FALSE
rock,moon,[not],FALSE
Mars,Venus,love,TRUE
Venus,Jupiter,love,TRUE
Venus,Pluto,love,TRUE
salamander,dragon,fire,TRUE
ash,wood,fire,TRUE
wasabi,sneeze,fire,TRUE
solar system,salt,planet,TRUE
Mars,Pluto,planet,TRUE
Jupiter,Jupiter,planet,TRUE
Jupiter,Pluto,planet,TRUE
Pluto,Pluto,planet,TRUE
party,planet,earth,TRUE
eclipse,moon,earth,TRUE
fishing,planet,earth,TRUE
sashimi,planet,earth,TRUE
galaxy,moon,earth,TRUE
genie,planet,earth,TRUE
planet,Venus,earth,TRUE
Mars,Jupiter,earth,TRUE
planet,dinosaur,earth,TRUE
werewolf,obsidian,vampire,TRUE
werewolf,sun,vampire,TRUE
werewolf,cigarette,vampire,TRUE
fish,salamander,dragon,TRUE
fire,salamander,dragon,TRUE
dinosaur,troll,dragon,TRUE
dragon egg,dragon egg,dragon,TRUE
dragon egg,fire,dragon,TRUE
dragon,dragon egg,dragon,TRUE
lizard,salamander,dragon,TRUE
genie,phoenix,dragon,TRUE
phoenix,yin yang,dragon,TRUE
phoenix,dragon egg,dragon,TRUE
dinosaur,dragon,dragon,TRUE
lizard,lizard,dragon,TRUE
dragon roll,sushi,dragon,TRUE
lake,fishbowl,ocean,TRUE
tide,water,ocean,TRUE
Poseidon,salt,ocean,TRUE
flood,flood,ocean,TRUE
wizard,island,atlantis,TRUE
Poseidon,mountain range,atlantis,TRUE
volcano,coral reef,atlantis,TRUE
Poseidon,coral reef,atlantis,TRUE
lost city,atlantis,atlantis,TRUE
lost city,volcano,atlantis,TRUE
lost city,Egypt,atlantis,TRUE
mermaid,Nessie,atlantis,TRUE
rock,Poseidon,atlantis,TRUE
Titanic,oasis,atlantis,TRUE
atlantis,party,atlantis,TRUE
coral reef,oasis,atlantis,TRUE
Poseidon,Titanic,atlantis,TRUE
earth,Poseidon,atlantis,TRUE
atlantis,flood,atlantis,TRUE
tide,tide,ocean,TRUE
eclipse,earth,moon,TRUE
dust,eclipse,moon,TRUE
eclipse,planet,moon,TRUE
tide,planet,moon,TRUE
crescent,planet,moon,TRUE
night,flower,moon,TRUE
night,night,moon,TRUE
sun,eclipse,moon,TRUE
lunar,lunar,moon,TRUE
rocket,satellite,moon,TRUE
satellite,satellite,moon,TRUE
crescent,crescent,moon,TRUE
satellite,moon,moon,TRUE
rock,meteorite,moon,TRUE
desert,crescent,moon,TRUE
volcano,meteorite,moon,TRUE
wet,tree,swamp,TRUE
bog,dinosaur,swamp,TRUE
crocodile,crocodile,swamp,TRUE
water,fishbowl,fish,TRUE
fishbowl,volcano,fish,TRUE
fishbowl,tornado,fish,TRUE
mountain,fishbowl,fish,TRUE
storm,fishbowl,fish,TRUE
steam,fishbowl,fish,TRUE
atlantis,fishing,fish,TRUE
sushi,bridge,fish,TRUE
sushi,amber,fish,TRUE
ocean,Poseidon,fish,TRUE
fish,shark,fish,TRUE
fishing,fishing,fish,TRUE
party,fishbowl,fish,TRUE
wind,fishbowl,tornado,TRUE
twister,engine,tornado,TRUE
hurricane,thunderstorm,tornado,TRUE
blizzard,twister,tornado,TRUE
tornado,house,tornado,TRUE
twister,tornado,tornado,TRUE
fishbowl,lava,volcano,TRUE
lava,geothermal,volcano,TRUE
explosion,explosion,volcano,TRUE
explosion,lava,volcano,TRUE
geysir,hot spring,volcano,TRUE
siren,mountain,mermaid,TRUE
mermaid,shark,mermaid,TRUE
Ariel,wave,mermaid,TRUE
siren,surfer,mermaid,TRUE
Poseidon,beach,mermaid,TRUE
siren,beach,mermaid,TRUE
fish,gargoyle,mermaid,TRUE
siren,gargoyle,mermaid,TRUE
siren,siren,mermaid,TRUE
ocean,Ariel,mermaid,TRUE
Ariel,Ariel,mermaid,TRUE
mermaid,siren,mermaid,TRUE
nymph,siren,mermaid,TRUE
sea,Ariel,mermaid,TRUE
fish,Ariel,mermaid,TRUE
fish,sea serpent,mermaid,TRUE
atlantis,Poseidon,mermaid,TRUE
fjord,Ariel,mermaid,TRUE
obsidian,siren,mermaid,TRUE
flying fish,Poseidon,mermaid,TRUE
Poseidon,seaweed,mermaid,TRUE
fish,rainbow,mermaid,TRUE
Nessie,atlantis,mermaid,TRUE
Poseidon,statue,mermaid,TRUE
narwhal,Ariel,mermaid,TRUE
atlantis,nymph,mermaid,TRUE
tornado,flood,tsunami,TRUE
disaster,flood,tsunami,TRUE
tsunami,Buddha,tsunami,TRUE
tornado,sashimi,tsunami,TRUE
dragon roll,tornado,tsunami,TRUE
tidal wave,sun,tsunami,TRUE
tidal wave,tsunami,tsunami,TRUE
tsunami,sunami,tsunami,TRUE
sunami,sunami,tsunami,TRUE
storm,flood,tsunami,TRUE
flood,ocean,tsunami,TRUE
moon,tidal wave,tsunami,TRUE
hurricane,tidal wave,tsunami,TRUE
tide,Poseidon,tsunami,TRUE
tidal wave,tidal wave,tsunami,TRUE
wave,Poseidon,tsunami,TRUE
wood,wood,tree,TRUE
fruit,wood,tree,TRUE
high,plant,tree,TRUE
apple,seed,tree,TRUE
apple,forest,tree,TRUE
bush,bush,tree,TRUE
forest,wood,tree,TRUE
pond,puddle,lake,TRUE
Venus,earth,plant,TRUE
genie,earth,plant,TRUE
lightning,thunderstorm,storm,TRUE
seaweed,salamander,sushi,TRUE
roll,seaweed,sushi,TRUE
sashimi,obsidian,sushi,TRUE
kelp,roll,sushi,TRUE
sushi,wasabi,sushi,TRUE
wasabi,bridge,sushi,TRUE
tsunami,sashimi,sushi,TRUE
sushi,sashimi,sushi,TRUE
fog,sashimi,sushi,TRUE
sashimi,sashimi,sushi,TRUE
fish,sashimi,sushi,TRUE
dragon roll,tsunami,sushi,TRUE
Poseidon,sashimi,sushi,TRUE
party,sashimi,sushi,TRUE
sashimi,dragon,sushi,TRUE
sashimi,earth,sushi,TRUE
sushi,rice,sushi,TRUE
pond,boulder,stone,TRUE
statue,gargoyle,stone,TRUE
genie,cigarette,smoke,TRUE
incense,Poseidon,smoke,TRUE
cigarette,siren,smoke,TRUE
steampunk,steampunk,steam,TRUE
steampunk,fire,steam,TRUE
steampunk,incense,steam,TRUE
statue,ozymandias,sand,TRUE
tornado,ozymandias,sand,TRUE
beach,sandcastle,sand,TRUE
sand,sandcastle,sand,TRUE
ozymandias,smoke,sand,TRUE
solar system,planet,sun,TRUE
fire,solar,sun,TRUE
solar,solar,sun,TRUE
solar,star,sun,TRUE
fire,eclipse,sun,TRUE
atlantis,onyx,Poseidon,TRUE
atlantis,coral reef,Poseidon,TRUE
atlantis,algae,Poseidon,TRUE
statue,wood,Poseidon,TRUE
jungle,jungle,forest,TRUE
jungle,earth,forest,TRUE
bush,tree,forest,TRUE
ash,fruit,apple,TRUE
tree,fruit,apple,TRUE
fruit,apple,apple,TRUE
wall,brick,house,TRUE
wood,brick,house,TRUE
adobe,brick,house,TRUE
moon,tide,wave,TRUE
party,party,party,TRUE
boulder,dinosaur,rock,TRUE
stoner,boulder,rock,TRUE
amber,fossil,dinosaur,TRUE
meteorite,fossil,dinosaur,TRUE
lizard,crocodile,dinosaur,TRUE
asteroid,boulder,meteor,TRUE
meteorite,dust bowl,meteor,TRUE
asteroid,dust bowl,meteor,TRUE
dustnami,meteorite,meteor,TRUE
asteroid,planet,meteor,TRUE
asteroid,star,meteor,TRUE
tornado,meteor shower,meteor,TRUE
meteor shower,meteor shower,meteor,TRUE
meteorite,meteorite,meteor,TRUE
asteroid,wizard,meteor,TRUE
stone,meteorite,meteor,TRUE
meteor shower,meteorite,meteor,TRUE
asteroid,meteorite,meteor,TRUE
Buddha,meteorite,meteor,TRUE
life,meteor,dinosaur,TRUE
ship,sea,pirate,TRUE
money,Viking,pirate,TRUE
angel,angel,angel,TRUE
volcano,geothermal,lava,TRUE
volcano,explosion,lava,TRUE
fire,golem,lava,TRUE
stone,Poseidon,statue,TRUE
stone,frog,statue,TRUE
golem,clay,statue,TRUE
gargoyle,stone,statue,TRUE
ash,golem,statue,TRUE
rainbow,sun,rain,TRUE
lightning,rainbow,rain,TRUE
cloud,rainbow,rain,TRUE
storm,meteor shower,rain,TRUE
water,rainbow,rain,TRUE
meteor shower,cloud,rain,TRUE
earth,wet,mud,TRUE
werewolf,fire,werewolf,TRUE
werewolf,moon,werewolf,TRUE
werewolf,wind,werewolf,TRUE
werewolf,werewolf,werewolf,TRUE
moon,siren,werewolf,TRUE
statue,werewolf,werewolf,TRUE
siren,werewolf,werewolf,TRUE
party,lily,flower,TRUE
plant,pot,flower,TRUE
plant,garden,flower,TRUE
Venus,plant,flower,TRUE
frog,beach,prince,TRUE
frog,sushi,prince,TRUE
frog,statue,prince,TRUE
rainbow,moon,unicorn,TRUE
mist,rainbow,unicorn,TRUE
rainbow,mermaid,unicorn,TRUE
narwhal,wall,unicorn,TRUE
Poseidon,narwhal,unicorn,TRUE
narwhal,Pluto,unicorn,TRUE
ship,iceberg,Titanic,TRUE
disaster,iceberg,Titanic,TRUE
Poseidon,tsunami,Titanic,TRUE
Nessie,lake,monster,TRUE
Ariel,mermaid,princess,TRUE
snowman,snowman,snowman,TRUE
snow,snowball,snowman,TRUE
snowball,snowball,snowman,TRUE
party,lake,beach,TRUE
ocean,tide,beach,TRUE
sand,tidal wave,beach,TRUE
teapot,alcohol,tea,TRUE
pottery,teapot,tea,TRUE
oasis,oasis,desert,TRUE
land,land,desert,TRUE
hurricane,Jupiter,Zeus,TRUE
Jupiter,wizard,Zeus,TRUE
Jupiter,thunder,Zeus,TRUE
wish,money,genie,TRUE
genie,genie,genie,TRUE
tsunami,galaxy,black hole,TRUE
galaxy,galaxy,black hole,TRUE
supernova,supernova,black hole,TRUE
sun,supernova,black hole,TRUE
supernova,star,black hole,TRUE
eclipse,eclipse,black hole,TRUE
meteor,supernova,black hole,TRUE
squid,submarine,kraken,TRUE
fish,party,fishbowl,TRUE
Wish Upon A Star,Wish Upon A Star,star,TRUE
sun,solar,star,TRUE
money,money,gold,TRUE
sun,money,gold,TRUE
galaxy,solar system,universe,TRUE
black hole,galaxy,universe,TRUE
star,galaxy,universe,TRUE
house,wall,castle,TRUE
archipelago,archipelago,island,TRUE
reef,reef,island,TRUE
mermaid,gargoyle,siren,TRUE
mermaid,cigarette,siren,TRUE
mermaid,nymph,siren,TRUE
sea serpent,mermaid,siren,TRUE
dinosaur,fossil,fossil,TRUE
fish,amber,fossil,TRUE
dinosaur,apple,fossil,TRUE
dinosaur,rock,fossil,TRUE
amber,dinosaur,fossil,TRUE
obsidian,dinosaur,fossil,TRUE
meteorite,dinosaur,fossil,TRUE
firebird,teapot,phoenix,TRUE
meteor,firebird,phoenix,TRUE
ash,genie,phoenix,TRUE
phoenix,rebirth,phoenix,TRUE
ash,rebirth,phoenix,TRUE
rebirth,rebirth,phoenix,TRUE
reef,fish,coral,TRUE
reef,fossil,coral,TRUE
tree,reef,coral,TRUE
seaweed,reef,coral,TRUE
coral,coral reef,coral,TRUE
ocean,reef,coral,TRUE
atlantis,reef,coral,TRUE
plant,reef,coral,TRUE
reef,mangrove,coral,TRUE
life,reef,coral,TRUE
algae,kelp,seaweed,TRUE
Poseidon,algae,seaweed,TRUE
snow,tide,iceberg,TRUE
iceberg,tide,iceberg,TRUE
ship,Titanic,iceberg,TRUE
water,iceberg,iceberg,TRUE
smoke,high,cloud,TRUE
meteor shower,steam,cloud,TRUE
Jupiter,planet,Saturn,TRUE
planet,wizard,Pluto,TRUE
storm,thunderstorm,hurricane,TRUE
tornado,thunderstorm,hurricane,TRUE
storm,shark,hurricane,TRUE
party,flower,wedding,TRUE
snowman,salamander,yeti,TRUE
ice,twister,snow,TRUE
snowman,tide,snow,TRUE
snowman,avalanche,snow,TRUE
ice,snowman,snow,TRUE
cloud,snowman,snow,TRUE
ash,snowman,snow,TRUE
snowball,snowman,snow,TRUE
fog,frost,snow,TRUE
ice,frost,snow,TRUE
snowman,puddle,snow,TRUE
sphinx,storm,sandstorm,TRUE
wall,wall,wall,TRUE
brick,house,wall,TRUE
squid,squid,squid,TRUE
asteroid,meteor,meteorite,TRUE
meteor,meteor shower,meteorite,TRUE
meteor,Buddha,meteorite,TRUE
fish,sharknado,shark,TRUE
ocean,sharknado,shark,TRUE
Egypt,pyramid,sphinx,TRUE
temple,pyramid,sphinx,TRUE
ozymandias,sand,sphinx,TRUE
statue,sphinx,sphinx,TRUE
genie,wood,wish,TRUE
star,Wish Upon A Star,wish,TRUE
bottle,genie,wish,TRUE
fire,wood,campfire,TRUE
dinosaur,tea storm,t-rex,TRUE
dragon,jungle,t-rex,TRUE
dinosaur,forest,t-rex,TRUE
jungle,dinosaur,t-rex,TRUE
crocodile,obsidian,t-rex,TRUE
tree,Ariel,Ent,TRUE
pond,stone,frog,TRUE
salt,salt lick,cow,TRUE
mermaid,Poseidon,Ariel,TRUE
flying fish,mermaid,Ariel,TRUE
dandelion,marijuana,weed,TRUE
flower,marijuana,weed,TRUE
mermaid,narwhal,Ariel,TRUE
iceberg,glacier,ice,TRUE
steam,iceberg,ice,TRUE
frost,frost,ice,TRUE
snow,iceberg,ice,TRUE
pollen,bee,honey,TRUE
flower,bee,honey,TRUE
Pluto,planet,dwarf,TRUE
atlantis,bee,honey,TRUE
lost city,lost city,city,TRUE
thunderstorm,thunderstorm,lightning,TRUE
thunder,thunderstorm,lightning,TRUE
wizard,thunder,lightning,TRUE
surfing,surfboard,surfer,TRUE
weed,surfboard,surfer,TRUE
surf,surfboard,surfer,TRUE
clay,wet,pottery,TRUE
clay,house,pottery,TRUE
pot,pot,pottery,TRUE
fire,kiln,pottery,TRUE
dinosaur,dinosaur,egg,TRUE
brick,kiln,brick,TRUE
adobe,adobe,brick,TRUE
flood,rain,flood,TRUE
oasis,house,palace,TRUE
lightning,house,Frankenstein,TRUE
mud,wet,clay,TRUE
pottery,wet,clay,TRUE
mud,golem,clay,TRUE
party,sushi,sashimi,TRUE
sushi,Poseidon,sashimi,TRUE
sushi,surf and turf,sashimi,TRUE
roll,roll,boulder,TRUE
stoner,stoner,boulder,TRUE
tsunami,flood,disaster,TRUE
atlantis,frog,Kermit,TRUE
solar system,solar system,galaxy,TRUE
bridge,fjord,troll,TRUE
tease,tease,troll,TRUE
alcohol,party,hangover,TRUE
life,coral,reef,TRUE
life,life,life,TRUE
desert,Egypt,pyramid,TRUE
Egypt,Egypt,pyramid,TRUE
temple,temple,pyramid,TRUE
sand,sphinx,pyramid,TRUE
desert,sphinx,pyramid,TRUE
Egypt,sphinx,pyramid,TRUE
sphinx,sphinx,pyramid,TRUE
temple,sphinx,pyramid,TRUE
stone,sphinx,pyramid,TRUE
sphinx,sandstorm,pyramid,TRUE
mud,pottery,vase,TRUE
clay,pottery,vase,TRUE
pottery,pottery,vase,TRUE
house,pottery,vase,TRUE
pot,pottery,vase,TRUE
earth,pottery,vase,TRUE
pot,flower,vase,TRUE
dust,pottery,vase,TRUE
fish,fishing,fisherman,TRUE
atlantis,pottery,vase,TRUE
tree,wood,paper,TRUE
tree,money,paper,TRUE
dragon egg,water,sea serpent,TRUE
coral reef,venus flytrap,coral flytrap,FALSE
rainbow,rain,rainbow,TRUE
rainbow,rainbow,rainbow,TRUE
apple,wine,cider,TRUE
apple,alcohol,cider,TRUE
snowman,fog,abominable snowman,TRUE
ash,apple,cider,TRUE
swamp,lizard,crocodile,TRUE
crocodile,mangrove,crocodile,TRUE
ash,alcohol,cigarette,TRUE
wet,swamp,marsh,TRUE
Venus,flower,rose,TRUE
dragon,sharknado,sharktopus,TRUE
sharknado,shark,sharktopus,TRUE
sharknado,lake,sharktopus,TRUE
sea serpent,shark,leviathan,TRUE
water,sea serpent,leviathan,TRUE
sea serpent,sea serpent,leviathan,TRUE
forest,rainforest,jungle,TRUE
rainforest,rainforest,jungle,TRUE
rainforest,earth,jungle,TRUE
sweet,planet,candy,TRUE
sweet,sweet,candy,TRUE
swarm,malaria,mosquito,TRUE
Buddha,marsh,lotus,TRUE
lotus,lotus flower,lotus,TRUE
lake,water lily,lotus,TRUE
water lily,water lily,lotus,TRUE
Buddha,Buddha,Buddha,TRUE
nymph,nymph,fairy,TRUE
moon,Poseidon,tide,TRUE
steampunk,steam,steampunk,TRUE
ocean,shark,sharknado,TRUE
sharknado,sharknado,sharknado,TRUE
tornado,sharknado,sharknado,TRUE
siren,planet,Uranus,TRUE
wasabi,planet,Uranus,TRUE
eclipse,black hole,darkness,TRUE
moon,lunar,eclipse,TRUE
water,snowman,puddle,TRUE
island,Statue of Liberty,New York,TRUE
pottery,tea,teapot,TRUE
seaweed,algae,kelp,TRUE
dust allergy,dust storm,dust bowl,TRUE
dust allergy,dust bowl,dust bowl,TRUE
shark,shark,whale,TRUE
mangrove,apple,crab,TRUE
sun,solar system,solar system,TRUE
planet,galaxy,solar system,TRUE
yin yang,yin yang,yin yang,TRUE
Statue of Liberty,Statue of Liberty,Statue of Liberty,TRUE
prayer,angel,saint,TRUE
solar system,destruction,Big Bang,TRUE
supernova,black hole,Big Bang,TRUE
black hole,tsunami,Big Bang,TRUE
plant,carnivorous plant,venus flytrap,TRUE
carnivorous plant,carnivorous plant,venus flytrap,TRUE
blade,blade,sword,TRUE
rocket,space ship,alien,TRUE
black hole,black hole,wormhole,TRUE
smell,shark,blood,TRUE
dustnami,tsunami,dustnami,FALSE
dustnami,dustnami,dustnami,FALSE
money,genie,rich,TRUE
steampunk,mud,golem,TRUE
golem,golem,golem,TRUE
coral reef,desert,oasis,TRUE
Poseidon,whale,triton,TRUE
Poseidon,night,triton,TRUE
Poseidon,Poseidon,triton,TRUE
earth,fishbowl,aquarium,TRUE
ocean,fishbowl,aquarium,TRUE
fish,fishbowl,aquarium,TRUE
fishbowl,fishbowl,aquarium,TRUE
stone,fishbowl,aquarium,TRUE
rock,fishbowl,aquarium,TRUE
fishbowl,sand,aquarium,TRUE
fishing,fishbowl,aquarium,TRUE
fishbowl,planet,aquarium,TRUE
muddy wine,wizard,muddy wizard,FALSE
mosquito,swarm,malaria,TRUE
incense,angel,prayer,TRUE
genie,wish,lamp,TRUE
snow,twister,blizzard,TRUE
snowstorm,snowstorm,blizzard,TRUE
salt lick,salt lick,salt lick,TRUE
onyx,dragon,dragon egg,TRUE
coral reef,coral reef,coral reef,TRUE
paper,wood,book,TRUE
tree,paper,book,TRUE
paper,paper,book,TRUE
malaria,malaria,malaria,TRUE
mosquito,malaria,malaria,TRUE
narwhal,narwhal,narwhal,TRUE
scent,scent,perfume,TRUE
wizard,meteor,meteor shower,TRUE
engine,locomotive,train,TRUE
train,locomotive,train,TRUE
locomotive,locomotive,train,TRUE
swamp,reef,mangrove,TRUE
mangrove forest,mangrove,mangrove,TRUE
fire,steam engine,train,TRUE
steam engine,locomotive,train,TRUE
steam,locomotive,train,TRUE
ash,crayon,pencil,TRUE
engine,space ship,rocket,TRUE
life,angel,soul,TRUE
meteorite,meteor,asteroid,TRUE
meteorite,destruction,asteroid,TRUE
dustnami,meteor,asteroid,TRUE
amber,amber,amber,TRUE
apple,fossil,amber,TRUE
house,house,town,TRUE
wasabi,wasabi,wasabi,TRUE
flower,wasabi,sneeze,TRUE
sneeze,sneeze,sneeze,TRUE
allergy,dust allergy,sneeze,TRUE
wish,wood,Pinocchio,TRUE
iceberg,ice,penguin,TRUE
Norway,Viking,Viking,TRUE
Viking,Viking,Viking,TRUE
swamp,fishbowl,pond,TRUE
flood,statue,Moses,TRUE
siren,swamp,Loch Ness monster,TRUE
dragon,Nessie,Loch Ness monster,TRUE
Nessie,Nessie,Loch Ness monster,TRUE
swamp,Nessie,Loch Ness monster,TRUE
pyramid,sphinx,Egypt,TRUE
wizard,roll,dice,TRUE
sun,black hole,supernova,TRUE
star,black hole,supernova,TRUE
wizard,incense,magic,TRUE
garden,garden,park,TRUE
Buddha,lotus,enlightenment,TRUE
yin yang,Buddha,enlightenment,TRUE
sodium,sodium,sodium,TRUE
party,statue,David,TRUE
fire,pottery,ceramic,TRUE
squid,dandelion patch,cuttlefish,TRUE
surfer,surfboard,surfing,TRUE
ozymandias,ozymandias,ozymandias,TRUE
squid,alcohol,calamari,TRUE
perfume,squid,calamari,TRUE
sushi,squid,calamari,TRUE
jungle,rainforest,Amazon,TRUE
swamp,crocodile,alligator,TRUE
coral,crocodile,alligator,TRUE
crocodile,dinosaur,alligator,TRUE
archipelago,Pangaea,continent,TRUE
mountain,house,cave,TRUE
flower,garden,bouquet,TRUE
sneeze,pollen,allergy,TRUE
sneeze,dust storm,allergy,TRUE
flower,sneeze,allergy,TRUE
muddy wine,mud,muddy wine,FALSE
muddy wine,muddy wine,muddy wine,FALSE
party,engine,engineer,TRUE
wizard,Buddha,monk,TRUE
fjord,Viking,longboat,TRUE
fire,explosion,fireworks,TRUE
lily,nymph,narcissus,TRUE
ash,sodium,soda,TRUE
ozymandias,sphinx,riddle,TRUE
meteor shower,rain,acid rain,TRUE
rock,geothermal,geyser,TRUE
phoenix,angel,seraph,TRUE
island,archipelago,Hawaii,TRUE
squid,flower,octopus,TRUE
dragon egg,sea serpent,sea dragon,TRUE
gargoyle,dragon,gargoyle,TRUE
squid,amber,ammonite,TRUE
venus flytrap,carnivorous plant,Audrey II,TRUE
alcohol,fire,burn,TRUE
party,fire,bonfire,TRUE
fish,snowman,snowfish,TRUE
tsunami,wizard,tidal wave,TRUE
hot spring,hot spring,geyser,TRUE
meteor,black hole,dark matter,TRUE
fossil,shark,megalodon,TRUE
whale,shark,megalodon,TRUE
iceberg,Titanic,sinking,TRUE
prayer,temple,worship,TRUE
bee,bee,hive,TRUE
swarm,swarm,flock,TRUE
pencil,paper,drawing,TRUE
blizzard,snowstorm,snowpocalypse,TRUE
surfboard,surfboard,surfboard,TRUE
iceberg,house,igloo,TRUE
fire,frog,boiling frog,TRUE
genie,dragon,djinn,TRUE
genie,smoke,djinn,TRUE
ship,ship,boat,TRUE
weed,stoner,high,TRUE
fish,meteorite,fishbone,TRUE
salamander,salamander,lizard,TRUE
moon,night,dark,TRUE
perfume,shark,smell,TRUE
train,steam engine,locomotive,TRUE
tea party,teapot,tea party,TRUE
phoenix,tea party,tea party,TRUE
space ship,space ship,space station,TRUE
astronaut,astronaut,space station,TRUE
snowman,snow,snowball,TRUE
Venus,Venus,comet,TRUE
meteor,snowball,comet,TRUE
weed,pot,bong,TRUE
weed,marijuana,bong,TRUE
wasabi,pollen,hay fever,TRUE
allergy,sneeze,hay fever,TRUE
fjord,iceberg,glacier,TRUE
iceberg,iceberg,glacier,TRUE
continent,Pangaea,Pangaea,TRUE
continent,archipelago,Pangaea,TRUE
archipelago,Hawaii,Hawaiian Islands,TRUE
apple,apple,apple tree,TRUE
fireworks,explosion,boom,TRUE
crayon,crayon,crayon,TRUE
money,paper,banknote,TRUE
oasis,atlantis,paradise,TRUE
sushi,salamander,salmon,TRUE
fish,bridge,salmon,TRUE
dinosaur,swamp,swampasaurus,TRUE
statue,Statue of Liberty,liberty,TRUE
jungle,forest,rainforest,TRUE
earth,wall,fence,TRUE
steampunk,earth,robot,TRUE
fire,wasabi,fire breath,TRUE
dragon,wasabi,fire breath,TRUE
dragon,dragon roll,dragon roll,TRUE
house,garden,mansion,TRUE
wizard,Pluto,Mickey Mouse,TRUE
moon,meteorite,moon rock,TRUE
steam,hot spring,sauna,TRUE
firebird,phoenix,firebird,TRUE
fruit,sun,raisin,TRUE
flower,high,stoned,TRUE
weed,high,stoned,TRUE
sun,sunami,sunami,TRUE
pencil,crayon,colored pencil,TRUE
sandcastle,sandcastle,sandcastle,TRUE
salt,sodium,sodium chloride,TRUE
frog,frog,tadpole,TRUE
reef,island,atoll,TRUE
wizard,wizard,wizard tower,TRUE
fish,frog,tadpole,TRUE
dinosaur,party,raptor,TRUE
cyclone,Jupiter,red spot,TRUE
tree,dinosaur,brontosaurus,TRUE
teapot,smell,nose,TRUE
perfume,scent,fragrance,TRUE
astronaut,moon,moonwalk,TRUE
mangrove forest,mangrove forest,mangrove swamp,TRUE
crocodile,money,bank,TRUE
lotus,water lily,water lily,TRUE
astronaut,rocket,space,TRUE
desert,oasis,mirage,TRUE
surf and turf,surf and turf,surf and turf,TRUE
surfer,surf and turf,surf and turf,TRUE
rice,rice,rice field,TRUE
tea party,lighthouse,Mad Hatter,TRUE
tea party,flying fish,Mad Hatter,TRUE
steampunk,whale,steam whale,TRUE
Pangaea,Pangaea,supercontinent,TRUE
bottle,bottle,bottle,TRUE
house,genie,bottle,TRUE
sun,sunflower,sunflower,TRUE
sunflower,sunflower,sunflower,TRUE
sushi,roll,maki,TRUE
troll,wizard,warlock,TRUE
swamp,frog,toad,TRUE
cigarette,salt,cigar,TRUE
steampunk,golem,steam golem,FALSE
smoke,cigarette,smoker,TRUE
lizard,dragon,komodo dragon,TRUE
siren,smoke,vapor,TRUE
lotus flower,lotus flower,lotus flower,TRUE
venus flytrap,giant venus flytrap,giant venus flytrap,TRUE
giant venus flytrap,giant venus flytrap,giant venus flytrap,TRUE
train,train station,train station,TRUE
train station,train station,train station,TRUE
party,beach,spring break,TRUE
fire,fishbowl,goldfish,TRUE
sharknado,dust storm,dustnado,FALSE
muddy wine,dandelion,dandelion wine,TRUE
house,engine,garage,TRUE
dustnami,fjord,dustfjord,FALSE
steampunk,phoenix,steam phoenix,FALSE
steampunk,forest,steam forest,FALSE
perfume,alcohol,cologne,TRUE
rain,wet,rainy,TRUE
high,cloud,sky,TRUE
golem,statue,colossus,TRUE
wish,Wish Upon A Star,Wish Upon A Wish Upon A Star,FALSE
coral,reef,[not],FALSE
sushi,Pluto,[not],FALSE
yin yang,dragon,[not],FALSE
moon,crescent,[not],FALSE
tree,apple,[not],FALSE
tea,party,[not],FALSE
apple,sushi,[not],FALSE
Venus,Uranus,love,TRUE
prince,mermaid,love,TRUE
